Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
CT HUB 2,LAVENDER STREET,Retail,"714,480",355.21,"2,011",Aug-21,Strata,33,"21,651",63 yrs lease commencing from 2012,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"961,800",473.62,"2,031",Aug-21,Strata,44,"21,859",63 yrs lease commencing from 2012,12,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"500,000",398.27,"1,255",Aug-21,Strata,37,"13,514",99 yrs lease commencing from 1970,07,01 to 05
N.A.,TANJONG KATONG ROAD,Retail,"2,220,000","1,463.9","1,516",Aug-21,Strata,136,"16,324",Freehold,15,-
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"1,550,000",376.74,"4,114",Aug-21,Strata,35,"44,286",99 yrs lease commencing from 1970,01,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"851,700",387.5,"2,198",Aug-21,Strata,36,"23,658",63 yrs lease commencing from 2012,12,01 to 05
SOUTHAVEN II,HINDHEDE WALK,Retail,"490,000",322.92,"1,517",Aug-21,Strata,30,"16,333",999 yrs lease commencing from 1877,21,01 to 05
RIVERTREES RESIDENCES,FERNVALE CLOSE,Retail,"1,320,000",656.6,"2,010",Aug-21,Strata,61,"21,639",99 yrs lease commencing from 2013,28,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"6,000,000","2,238.91","2,680",Aug-21,Strata,208,"28,846",99 yrs lease commencing from 1976,21,01 to 05
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"390,000",118.4,"3,294",Aug-21,Strata,11,"35,455",Freehold,21,01 to 05
NOVENA REGENCY,THOMSON ROAD,Retail,"1,200,000",279.86,"4,288",Aug-21,Strata,26,"46,154",Freehold,11,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"821,800",365.98,"2,246",Aug-21,Strata,34,"24,171",Freehold,08,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"2,100,000",182.99,"11,476",Aug-21,Strata,17,"123,529",99 yrs lease commencing from 1968,01,01 to 05
ORCHARD TOWERS,ORCHARD ROAD,Retail,"2,600,000",581.26,"4,473",Aug-21,Strata,54,"48,148",Freehold,09,01 to 05
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"330,000",204.52,"1,614",Aug-21,Strata,19,"17,368",Freehold,19,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"4,660,000",376.74,"12,369",Aug-21,Strata,35,"133,143",Freehold,09,01 to 05
ATRIUM RESIDENCES,GEYLANG ROAD,Retail,"2,460,000","1,377.79","1,785",Jul-21,Strata,128,"19,219",Freehold,14,-
CT HUB 2,LAVENDER STREET,Retail,"686,400",355.21,"1,932",Jul-21,Strata,33,"20,800",63 yrs lease commencing from 2012,12,01 to 05
NEW WORLD CENTRE,JALAN BERSEH,Retail,"17,250,000","19,267.56",895,Jul-21,Strata,"1,790","9,637",99 yrs lease commencing from 1994,08,B1 to B5
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"2,500,000",226.04,"11,060",Jul-21,Strata,21,"119,048",Freehold,09,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,180,000",387.5,"3,045",Jul-21,Strata,36,"32,778",Freehold,15,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"300,000",53.82,"5,574",Jul-21,Strata,5,"60,000",Freehold,20,01 to 05
1953,TESSENSOHN ROAD,Retail,"1,348,000",398.27,"3,385",Jul-21,Strata,37,"36,432",Freehold,08,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"25,250,000","30,946.5",816,Jul-21,Strata,"2,875","8,783",99 yrs lease commencing from 1978,07,06 to 10
HEXACUBE,CHANGI ROAD,Retail,"685,000",258.34,"2,652",Jul-21,Strata,24,"28,542",Freehold,14,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"686,400",355.21,"1,932",Jul-21,Strata,33,"20,800",63 yrs lease commencing from 2012,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"748,800",355.21,"2,108",Jul-21,Strata,33,"22,691",63 yrs lease commencing from 2012,12,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"7,288,000","3,347.6","2,177",Jul-21,Strata,311,"23,434",99 yrs lease commencing from 1970,07,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"480,000",172.22,"2,787",Jul-21,Strata,16,"30,000",Freehold,16,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"590,000",226.04,"2,610",Jul-21,Strata,21,"28,095",999 yrs lease commencing from 1883,21,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"430,000",118.4,"3,632",Jul-21,Strata,11,"39,091",99 yrs lease commencing from 1969,07,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"592,800",398.27,"1,488",Jul-21,Strata,37,"16,022",63 yrs lease commencing from 2012,12,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"694,400",247.57,"2,805",Jul-21,Strata,23,"30,191",Freehold,16,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"663,600",236.81,"2,802",Jul-21,Strata,22,"30,164",Freehold,16,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"602,000",215.28,"2,796",Jul-21,Strata,20,"30,100",Freehold,16,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"663,600",236.81,"2,802",Jul-21,Strata,22,"30,164",Freehold,16,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"998,000",215.28,"4,636",Jul-21,Strata,20,"49,900",Freehold,09,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"648,960",355.21,"1,827",Jul-21,Strata,33,"19,665",63 yrs lease commencing from 2012,12,01 to 05
INTERNATIONAL PLAZA,ANSON ROAD,Retail,"1,025,000",398.27,"2,574",Jul-21,Strata,37,"27,703",99 yrs lease commencing from 1970,02,01 to 05
SOHO 188,RACE COURSE ROAD,Retail,"570,000",182.99,"3,115",Jul-21,Strata,17,"33,529",Freehold,08,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,480,000",462.85,"3,198",Jul-21,Strata,43,"34,419",999 yrs lease commencing from 1828,06,01 to 05
LUMIERE,MISTRI ROAD,Retail,"11,700,000","4,208.72","2,780",Jul-21,Strata,391,"29,923",99 yrs lease commencing from 2006,02,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"950,000",355.21,"2,674",Jul-21,Strata,33,"28,788",Freehold,15,01 to 05
NOVENA REGENCY,THOMSON ROAD,Retail,"4,598,000",947.23,"4,854",Jul-21,Strata,88,"52,250",Freehold,11,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"10,400,000",505.91,"20,557",Jul-21,Strata,47,"221,277",Freehold,09,B1 to B5
VIVA VISTA,SOUTH BUONA VISTA ROAD,Retail,"480,000",150.7,"3,185",Jun-21,Strata,14,"34,286",Freehold,05,B1 to B5
THE PLAZA,BEACH ROAD,Retail,"650,000",505.91,"1,285",Jun-21,Strata,47,"13,830",99 yrs lease commencing from 1968,07,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"980,000",258.34,"3,794",Jun-21,Strata,24,"40,833",999 yrs lease commencing from 1884,21,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,200,000",409.03,"2,934",Jun-21,Strata,38,"31,579",99 yrs lease commencing from 1983,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"598,000",312.16,"1,916",Jun-21,Strata,29,"20,621",99 yrs lease commencing from 1980,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"420,000",118.4,"3,547",Jun-21,Strata,11,"38,182",Freehold,03,01 to 05
N.A.,JALAN TUA KONG,Retail,"2,120,000","1,367.03","1,551",Jun-21,Strata,127,"16,693",Freehold,15,-
CT HUB 2,LAVENDER STREET,Retail,"674,500",398.27,"1,694",Jun-21,Strata,37,"18,230",63 yrs lease commencing from 2012,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"674,500",398.27,"1,694",Jun-21,Strata,37,"18,230",63 yrs lease commencing from 2012,12,01 to 05
CT HUB 2,LAVENDER STREET,Retail,"798,000",452.09,"1,765",Jun-21,Strata,42,"19,000",63 yrs lease commencing from 2012,12,01 to 05
MILLAGE,CHANGI ROAD,Retail,"700,000",279.86,"2,501",Jun-21,Strata,26,"26,923",Freehold,14,B1 to B5
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"1,010,000",419.8,"2,406",Jun-21,Strata,39,"25,897",99 yrs lease commencing from 1976,21,B1 to B5
GOLDEN MILE TOWER,BEACH ROAD,Retail,"460,000",193.75,"2,374",Jun-21,Strata,18,"25,556",99 yrs lease commencing from 1969,07,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"340,000",139.93,"2,430",Jun-21,Strata,13,"26,154",Freehold,14,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"415,000",236.81,"1,752",Jun-21,Strata,22,"18,864",Freehold,20,B1 to B5
FOOK HAI BUILDING,SOUTH BRIDGE ROAD,Retail,"1,750,000","1,044.11","1,676",Jun-21,Strata,97,"18,041",99 yrs lease commencing from 1972,01,01 to 05
THE ARCADE,COLLYER QUAY,Retail,"825,000",64.58,"12,774",Jun-21,Strata,6,"137,500",99 yrs lease commencing from 1979,01,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,100,000",215.28,"9,755",Jun-21,Strata,20,"105,000",Freehold,09,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,274,000",409.03,"3,115",Jun-21,Strata,38,"33,526",99 yrs lease commencing from 1983,07,01 to 05
ORCHID HOTEL,TRAS LINK,Retail,"1,109,412",505.91,"2,193",Jun-21,Strata,47,"23,605",99 yrs lease commencing from 2007,02,01 to 05
ORCHID HOTEL,TRAS LINK,Retail,"940,588",430.56,"2,185",Jun-21,Strata,40,"23,515",99 yrs lease commencing from 2007,02,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"408,000",182.99,"2,230",Jun-21,Strata,17,"24,000",999 yrs lease commencing from 1883,21,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,100,000",204.52,"5,379",Jun-21,Strata,19,"57,895",99 yrs lease commencing from 1977,09,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,000,000",182.99,"5,465",Jun-21,Strata,17,"58,824",99 yrs lease commencing from 1977,09,01 to 05
N.A.,JALAN MAS PUTEH,Retail,"2,010,000",990.29,"2,030",Jun-21,Strata,92,"21,848",999 yrs lease commencing from 1968,05,-
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"1,480,000",355.21,"4,167",Jun-21,Strata,33,"44,848",99 yrs lease commencing from 1976,20,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"300,000",193.75,"1,548",Jun-21,Strata,18,"16,667",99 yrs lease commencing from 1969,07,01 to 05
SUN COURT,LORONG KILAT,Retail,"2,050,000","1,485.43","1,380",Jun-21,Strata,138,"14,855",Freehold,21,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"528,000",215.28,"2,453",Jun-21,Strata,20,"26,400",99 yrs lease commencing from 1976,21,B1 to B5
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"600,000",441.32,"1,360",Jun-21,Strata,41,"14,634",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"600,000",441.32,"1,360",Jun-21,Strata,41,"14,634",99 yrs lease commencing from 1974,07,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"660,000",484.38,"1,363",Jun-21,Strata,45,"14,667",99 yrs lease commencing from 1974,07,01 to 05
MACPHERSON MALL,MACPHERSON ROAD,Retail,"3,000,000","1,022.58","2,934",Jun-21,Strata,95,"31,579",Freehold,13,01 to 05
HAVELOCK2,HAVELOCK ROAD,Retail,"419,521",193.75,"2,165",May-21,Strata,18,"23,307",99 yrs lease commencing from 1983,01,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"638,000",215.28,"2,964",May-21,Strata,20,"31,900",99 yrs lease commencing from 1979,21,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"780,000",139.93,"5,574",May-21,Strata,13,"60,000",Freehold,03,01 to 05
EAST VILLAGE,UPPER CHANGI ROAD,Retail,"802,000",204.52,"3,921",May-21,Strata,19,"42,211",Freehold,16,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"400,000",204.52,"1,956",May-21,Strata,19,"21,053",Freehold,19,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"800,000",290.63,"2,753",May-21,Strata,27,"29,630",999 yrs lease commencing from 1827,07,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,150,000",624.31,"1,842",May-21,Strata,58,"19,828",Freehold,14,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,860,888",355.21,"5,239",May-21,Strata,33,"56,391",99 yrs lease commencing from 1983,07,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"645,000",312.16,"2,066",May-21,Strata,29,"22,241",Freehold,15,01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"500,000",172.22,"2,903",May-21,Strata,16,"31,250",Freehold,01,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,400,000",441.32,"3,172",May-21,Strata,41,"34,146",999 yrs lease commencing from 1828,06,01 to 05
OXLEY TOWER,ROBINSON ROAD,Retail,"520,000",161.46,"3,221",May-21,Strata,15,"34,667",Freehold,01,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"230,000",139.93,"1,644",May-21,Strata,13,"17,692",Freehold,14,B1 to B5
THE BENCOOLEN,BENCOOLEN STREET,Retail,"926,000",161.46,"5,735",May-21,Strata,15,"61,733",99 yrs lease commencing from 1995,07,01 to 05
LOFT @ NATHAN,RIVER VALLEY ROAD,Retail,"1,860,000",559.73,"3,323",May-21,Strata,52,"35,769",Freehold,10,01 to 05
FARRER PARK SUITES,OWEN ROAD,Retail,"1,518,000","1,194.8","1,271",May-21,Strata,111,"13,676",Freehold,08,01 to 05
CITY PLAZA,GEYLANG ROAD,Retail,"2,890,000",947.23,"3,051",May-21,Strata,88,"32,841",Freehold,14,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"750,000",247.57,"3,029",May-21,Strata,23,"32,609",99 yrs lease commencing from 1976,21,B1 to B5
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,260,000",387.5,"3,252",Apr-21,Strata,36,"35,000",Freehold,09,01 to 05
CHILTERN PARK,SERANGOON AVENUE 3,Retail,"560,000",301.39,"1,858",Apr-21,Strata,28,"20,000",99 yrs lease commencing from 1991,19,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"22,230,000","1,097.93","20,247",Apr-21,Strata,102,"217,941",Freehold,09,B1 to B5
N.A.,YIO CHU KANG ROAD,Retail,"1,580,000","1,194.8","1,322",Apr-21,Strata,111,"14,234",Freehold,19,-
NEWEST,WEST COAST DRIVE,Retail,"400,300",150.7,"2,656",Apr-21,Strata,14,"28,593",956 yrs lease commencing from 1928,05,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"450,000",129.17,"3,484",Apr-21,Strata,12,"37,500",Freehold,14,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,398,000",312.16,"4,479",Apr-21,Strata,29,"48,207",Freehold,09,01 to 05
SUITES@ KATONG,TANJONG KATONG ROAD,Retail,"1,880,000",624.31,"3,011",Apr-21,Strata,58,"32,414",Freehold,15,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"4,000,000",645.84,"6,193",Apr-21,Strata,60,"66,667",Freehold,09,06 to 10
FORTUNE CENTRE,MIDDLE ROAD,Retail,"800,000",441.32,"1,813",Apr-21,Strata,41,"19,512",99 yrs lease commencing from 1980,07,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"428,000",182.99,"2,339",Apr-21,Strata,17,"25,176",99 yrs lease commencing from 1976,21,B1 to B5
SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,Retail,"5,800,000","2,497.25","2,323",Apr-21,Strata,232,"25,000",Freehold,10,B1 to B5
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,000,000",344.45,"2,903",Apr-21,Strata,32,"31,250",Freehold,15,B1 to B5
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,550,000",312.16,"4,965",Apr-21,Strata,29,"53,448",Freehold,09,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,068,000",290.63,"3,675",Apr-21,Strata,27,"39,556",999 yrs lease commencing from 1827,07,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"1,800,000",376.74,"4,778",Apr-21,Strata,35,"51,429",99 yrs lease commencing from 1970,01,01 to 05
PLUS,CECIL STREET,Retail,"3,795,650","1,334.74","2,844",Apr-21,Strata,124,"30,610",99 yrs lease commencing from 1989,01,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"488,000",215.28,"2,267",Apr-21,Strata,20,"24,400",Freehold,14,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"250,000",96.88,"2,581",Apr-21,Strata,9,"27,778",99 yrs lease commencing from 1979,21,01 to 05
N.A.,FABER DRIVE,Retail,"2,050,000","1,485.43","1,380",Apr-21,Strata,138,"14,855",Freehold,05,-
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"725,000",333.68,"2,173",Apr-21,Strata,31,"23,387",999 yrs lease commencing from 1829,06,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"567,600",344.45,"1,648",Apr-21,Strata,32,"17,738",99 yrs lease commencing from 1969,06,01 to 05
ORCHARD PLAZA,ORCHARD ROAD,Retail,"587,400",258.34,"2,274",Apr-21,Strata,24,"24,475",99 yrs lease commencing from 1977,09,01 to 05
THE CITRON,MARNE ROAD,Retail,"826,000",473.62,"1,744",Apr-21,Strata,44,"18,773",Freehold,08,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"700,000",290.63,"2,409",Apr-21,Strata,27,"25,926",Freehold,20,B1 to B5
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"2,000,000",387.5,"5,161",Apr-21,Strata,36,"55,556",99 yrs lease commencing from 1968,01,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"1,500,000",592.02,"2,534",Apr-21,Strata,55,"27,273",99 yrs lease commencing from 1979,21,01 to 05
THOMSON PLAZA,UPPER THOMSON ROAD,Retail,"4,800,000",839.59,"5,717",Apr-21,Strata,78,"61,538",99 yrs lease commencing from 1976,20,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"2,100,000",452.09,"4,645",Apr-21,Strata,42,"50,000",Freehold,09,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"2,000,000",452.09,"4,424",Apr-21,Strata,42,"47,619",Freehold,09,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,300,000",312.16,"4,165",Mar-21,Strata,29,"44,828",Freehold,09,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"865,000",355.21,"2,435",Mar-21,Strata,33,"26,212",Freehold,15,01 to 05
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,Retail,"710,000",365.98,"1,940",Mar-21,Strata,34,"20,882",99 yrs lease commencing from 2005,05,01 to 05
SIGLAP V,FIRST STREET,Retail,"4,200,000","1,291.68","3,252",Mar-21,Strata,120,"35,000",Freehold,15,01 to 05
BEAUTY WORLD PLAZA,UPPER BUKIT TIMAH ROAD,Retail,"869,000",258.34,"3,364",Mar-21,Strata,24,"36,208",999 yrs lease commencing from 1884,21,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"428,000",258.34,"1,657",Mar-21,Strata,24,"17,833",Freehold,19,B1 to B5
EON SHENTON,SHENTON WAY,Retail,"635,000",172.22,"3,687",Mar-21,Strata,16,"39,688",99 yrs lease commencing from 2011,02,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"377,000",376.74,"1,001",Mar-21,Strata,35,"10,771",99 yrs lease commencing from 2012,16,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"180,000",107.64,"1,672",Mar-21,Strata,10,"18,000",Freehold,14,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,720,000",581.26,"2,959",Mar-21,Strata,54,"31,852",99 yrs lease commencing from 2013,27,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,000,000",387.5,"5,161",Mar-21,Strata,36,"55,556",Freehold,09,01 to 05
JADESCAPE,SHUNFU ROAD,Retail,"1,435,500",495.14,"2,899",Mar-21,Strata,46,"31,207",99 yrs lease commencing from 2018,20,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"180,000",107.64,"1,672",Mar-21,Strata,10,"18,000",Freehold,14,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"831,000",312.16,"2,662",Mar-21,Strata,29,"28,655",Freehold,08,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"420,000",419.8,"1,000",Mar-21,Strata,39,"10,769",99 yrs lease commencing from 2012,16,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"970,000",355.21,"2,731",Mar-21,Strata,33,"29,394",Freehold,15,01 to 05
EON SHENTON,SHENTON WAY,Retail,"630,000",182.99,"3,443",Mar-21,Strata,17,"37,059",99 yrs lease commencing from 2011,02,01 to 05
JADESCAPE,SHUNFU ROAD,Retail,"1,506,400",538.2,"2,799",Mar-21,Strata,50,"30,128",99 yrs lease commencing from 2018,20,01 to 05
ALEXIS,ALEXANDRA ROAD,Retail,"400,000",150.7,"2,654",Mar-21,Strata,14,"28,571",Freehold,03,01 to 05
ROXY SQUARE,EAST COAST ROAD,Retail,"650,000",269.1,"2,415",Mar-21,Strata,25,"26,000",9999 yrs lease commencing from 1980,15,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,200,000",398.27,"3,013",Mar-21,Strata,37,"32,432",99 yrs lease commencing from 1983,07,01 to 05
YEWTEE POINT,CHOA CHU KANG NORTH 6,Retail,"220,000,000","111,611.92","1,971",Mar-21,Strata,"10,369","21,217",99 yrs lease commencing from 2006,23,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"968,000",409.03,"2,367",Mar-21,Strata,38,"25,474",99 yrs lease commencing from 1983,07,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"900,000",344.45,"2,613",Mar-21,Strata,32,"28,125",Freehold,15,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"645,000",344.45,"1,873",Mar-21,Strata,32,"20,156",99 yrs lease commencing from 1969,06,01 to 05
ONZE @ TANJONG PAGAR,KEE SENG STREET,Retail,"2,035,000",581.26,"3,501",Mar-21,Strata,54,"37,685",Freehold,02,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"425,000",301.39,"1,410",Mar-21,Strata,28,"15,179",Freehold,19,B1 to B5
MILLAGE,CHANGI ROAD,Retail,"431,200",236.81,"1,821",Mar-21,Strata,22,"19,600",Freehold,14,B1 to B5
ROCCA BALESTIER,BALESTIER ROAD,Retail,"405,000",182.99,"2,213",Mar-21,Strata,17,"23,824",Freehold,12,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"1,280,000",592.02,"2,162",Mar-21,Strata,55,"23,273",Freehold,14,01 to 05
FAR EAST SHOPPING CENTRE,ORCHARD ROAD,Retail,"1,260,000",279.86,"4,502",Mar-21,Strata,26,"48,462",999 yrs lease commencing from 1871,09,01 to 05
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"1,923,000",322.92,"5,955",Mar-21,Strata,30,"64,100",Freehold,09,01 to 05
CITY STUDIOS,RACE COURSE LANE,Retail,"700,000",226.04,"3,097",Mar-21,Strata,21,"33,333",Freehold,08,01 to 05
HOUGANG GREEN SHOPPING MALL,HOUGANG STREET 51,Retail,"11,500,000","3,605.94","3,189",Mar-21,Strata,335,"34,328",99 yrs lease commencing from 1994,19,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"735,000",398.27,"1,845",Mar-21,Strata,37,"19,865",999 yrs lease commencing from 1828,06,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"20,757,507","7,190.35","2,887",Mar-21,Strata,668,"31,074",99 yrs lease commencing from 1970,01,01 to 05
PEOPLE'S PARK CENTRE,UPPER CROSS STREET,Retail,"2,242,493",656.6,"3,415",Mar-21,Strata,61,"36,762",99 yrs lease commencing from 1970,01,01 to 05
WOODGROVE CONDOMINIUM,WOODGROVE DRIVE,Retail,"380,000",279.86,"1,358",Mar-21,Strata,26,"14,615",99 yrs lease commencing from 1997,25,01 to 05
URBAN VISTA,TANAH MERAH KECHIL LINK,Retail,"420,000",419.8,"1,000",Mar-21,Strata,39,"10,769",99 yrs lease commencing from 2012,16,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,120,000",398.27,"2,812",Feb-21,Strata,37,"30,270",99 yrs lease commencing from 2013,27,01 to 05
GOLDHILL PLAZA,GOLDHILL PLAZA,Retail,"4,100,000",893.41,"4,589",Feb-21,Strata,83,"49,398",999 yrs lease commencing from 1972,11,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"600,000",258.34,"2,323",Feb-21,Strata,24,"25,000",Freehold,03,01 to 05
GRANDLINK SQUARE,GUILLEMARD ROAD,Retail,"600,000",193.75,"3,097",Feb-21,Strata,18,"33,333",Freehold,14,01 to 05
EVERITT EDGE,JOO CHIAT PLACE,Retail,"1,280,000",419.8,"3,049",Feb-21,Strata,39,"32,821",Freehold,15,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"440,000",204.52,"2,151",Feb-21,Strata,19,"23,158",999 yrs lease commencing from 1829,06,01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"3,500,000","2,292.73","1,527",Feb-21,Strata,213,"16,432",99 yrs lease commencing from 1995,16,01 to 05
THE ARCADE,COLLYER QUAY,Retail,"1,326,000",344.45,"3,850",Feb-21,Strata,32,"41,438",99 yrs lease commencing from 1979,01,01 to 05
NORMANTON PARK,NORMANTON PARK,Retail,"2,014,500",473.62,"4,253",Feb-21,Strata,44,"45,784",99 yrs lease commencing from 2019,05,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,168,224",333.68,"3,501",Feb-21,Strata,31,"37,685",Freehold,09,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"190,000",118.4,"1,605",Feb-21,Strata,11,"17,273",Freehold,14,B1 to B5
PARKWAY PARADE,MARINE PARADE ROAD,Retail,"2,498,800",828.83,"3,015",Feb-21,Strata,77,"32,452",99 yrs lease commencing from 1979,15,01 to 05
NORMANTON PARK,NORMANTON PARK,Retail,"4,760,000","1,119.46","4,252",Feb-21,Strata,104,"45,769",99 yrs lease commencing from 2019,05,01 to 05
